id,title,description,instructor_id,category_id,status,visibility,price,is_free,thumbnail_url,created_at,updated_at
419,Test Prep Mastery,Comprehensive test prep course covering fundamental concepts and practical applications.,592,10,ACCEPTED,PUBLIC,231.99,True,/thumbnails/course_419.jpg,2025-09-12 17:29:44,2025-10-22 17:29:44
420,Advanced C++,Learn c++ from scratch with hands-on projects and real-world examples.,1586,1,ACCEPTED,PUBLIC,61.67,True,/thumbnails/course_420.jpg,2025-09-12 17:28:13,2025-11-07 17:28:13
421,Digital Logo Design Course,Comprehensive logo design course covering fundamental concepts and practical applications.,534,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_421.jpg,2025-09-12 17:21:03,2025-09-14 17:21:03
422,Advanced JavaScript,Comprehensive javascript course covering fundamental concepts and practical applications.,617,1,ACCEPTED,PUBLIC,167.42,True,/thumbnails/course_422.jpg,2025-09-12 17:23:17,2025-09-26 17:23:17
423,Writing Preparation,Professional writing training with industry best practices and expert insights.,1658,10,ACCEPTED,PUBLIC,129.9,False,/thumbnails/course_423.jpg,2025-09-12 17:26:36,2025-10-25 17:26:36
424,Sales Strategy,Comprehensive sales course covering fundamental concepts and practical applications.,227,3,ACCEPTED,PUBLIC,175.68,True,/thumbnails/course_424.jpg,2025-09-12 17:22:18,2025-09-16 17:22:18
425,First Aid for Beginners,Comprehensive first aid course covering fundamental concepts and practical applications.,1028,7,ACCEPTED,PUBLIC,90.4,False,/thumbnails/course_425.jpg,2025-09-12 17:30:05,2025-10-30 17:30:05
426,Complete Writing Course,Professional writing training with industry best practices and expert insights.,123,10,ACCEPTED,PRIVATE,160.03,False,/thumbnails/course_426.jpg,2025-09-12 17:37:30,2025-10-07 17:37:30
427,Professional Yoga,Learn yoga from scratch with hands-on projects and real-world examples.,1048,7,ACCEPTED,PUBLIC,274.24,True,/thumbnails/course_427.jpg,2025-09-12 17:23:17,2025-10-28 17:23:17
428,Theoretical Biology,Comprehensive biology course covering fundamental concepts and practical applications.,2040,5,ACCEPTED,PUBLIC,42.41,False,/thumbnails/course_428.jpg,2025-09-12 17:28:30,2025-10-18 17:28:30
429,Professional Mental Health,In-depth mental health course with practical exercises and certification.,2018,7,ACCEPTED,PUBLIC,91.4,True,/thumbnails/course_429.jpg,2025-09-12 17:37:01,2025-11-08 17:37:01
430,Productivity Workshop,Learn productivity from scratch with hands-on projects and real-world examples.,1546,9,ACCEPTED,PUBLIC,255.43,False,/thumbnails/course_430.jpg,2025-09-12 17:26:41,2025-09-23 17:26:41
431,Complete First Aid Guide,Master first aid with this complete guide designed for all skill levels.,701,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_431.jpg,2025-09-12 17:37:52,2025-10-18 17:37:52
432,Introduction to IoT,Professional iot training with industry best practices and expert insights.,2028,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_432.jpg,2025-09-12 17:24:55,2025-09-28 17:24:55
433,Introduction to Cybersecurity,In-depth cybersecurity course with practical exercises and certification.,1762,8,PENDING,PUBLIC,107.14,True,/thumbnails/course_433.jpg,2025-09-12 17:23:45,2025-09-27 17:23:45
434,Research Methods Fundamentals,In-depth research methods course with practical exercises and certification.,240,10,ACCEPTED,PUBLIC,95.33,True,/thumbnails/course_434.jpg,2025-09-12 17:36:43,2025-10-21 17:36:43
435,Digital Web Design Course,In-depth web design course with practical exercises and certification.,534,2,ACCEPTED,PUBLIC,109.34,False,/thumbnails/course_435.jpg,2025-09-12 17:32:43,2025-10-09 17:32:43
436,Advanced Physics,Master physics with this complete guide designed for all skill levels.,888,5,ACCEPTED,PUBLIC,213.65,True,/thumbnails/course_436.jpg,2025-09-12 17:33:44,2025-09-29 17:33:44
437,Fitness for Beginners,Master fitness with this complete guide designed for all skill levels.,1750,7,PENDING,PUBLIC,107.62,False,/thumbnails/course_437.jpg,2025-09-12 17:37:02,2025-10-17 17:37:02
438,Finance Strategy,In-depth finance course with practical exercises and certification.,271,3,ACCEPTED,PUBLIC,257.61,False,/thumbnails/course_438.jpg,2025-09-12 17:29:50,2025-10-16 17:29:50
439,AI Fundamentals,Comprehensive ai course covering fundamental concepts and practical applications.,264,8,ACCEPTED,PUBLIC,254.87,True,/thumbnails/course_439.jpg,2025-09-12 17:32:19,2025-11-03 17:32:19
440,Japanese Grammar Mastery,Professional japanese training with industry best practices and expert insights.,759,4,ACCEPTED,PUBLIC,165.47,True,/thumbnails/course_440.jpg,2025-09-12 17:32:10,2025-10-16 17:32:10
441,Applied Data Science,Learn data science from scratch with hands-on projects and real-world examples.,1373,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_441.jpg,2025-09-12 17:39:00,2025-10-19 17:39:00
442,German for Travelers,Learn german from scratch with hands-on projects and real-world examples.,1688,4,ACCEPTED,PUBLIC,27.17,False,/thumbnails/course_442.jpg,2025-09-12 17:26:20,2025-09-12 17:26:20
443,Digital Graphic Design Course,In-depth graphic design course with practical exercises and certification.,567,2,ACCEPTED,PUBLIC,42.11,False,/thumbnails/course_443.jpg,2025-09-12 17:38:47,2025-10-18 17:38:47
444,Analytics for Entrepreneurs,Learn analytics from scratch with hands-on projects and real-world examples.,1757,3,ACCEPTED,PUBLIC,12.13,True,/thumbnails/course_444.jpg,2025-09-12 17:30:33,2025-09-26 17:30:33
445,Advanced React,Master react with this complete guide designed for all skill levels.,828,1,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_445.jpg,2025-09-12 17:29:24,2025-11-09 17:29:24
446,Mathematics Fundamentals,Professional mathematics training with industry best practices and expert insights.,1666,5,ACCEPTED,PUBLIC,11.97,True,/thumbnails/course_446.jpg,2025-09-12 17:28:45,2025-09-18 17:28:45
447,IoT Best Practices,Master iot with this complete guide designed for all skill levels.,941,8,ACCEPTED,PUBLIC,171.04,False,/thumbnails/course_447.jpg,2025-09-12 17:21:47,2025-10-06 17:21:47
448,Advanced Japanese,Comprehensive japanese course covering fundamental concepts and practical applications.,1917,4,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_448.jpg,2025-09-12 17:35:50,2025-09-26 17:35:50
449,Writing Mastery,Master writing with this complete guide designed for all skill levels.,1258,10,DECLINED,PUBLIC,144.63,True,/thumbnails/course_449.jpg,2025-09-12 17:37:31,2025-10-14 17:37:31
450,Advanced Mathematics,Learn mathematics from scratch with hands-on projects and real-world examples.,825,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_450.jpg,2025-09-12 17:30:19,2025-09-25 17:30:19
451,French Conversation,Learn french from scratch with hands-on projects and real-world examples.,1346,4,ACCEPTED,PUBLIC,245.08,True,/thumbnails/course_451.jpg,2025-09-12 17:32:14,2025-10-08 17:32:14
452,Logic Preparation,Comprehensive logic course covering fundamental concepts and practical applications.,1754,10,ACCEPTED,PUBLIC,143.7,True,/thumbnails/course_452.jpg,2025-09-12 17:38:24,2025-10-23 17:38:24
453,Modern UI/UX Techniques,Learn ui/ux from scratch with hands-on projects and real-world examples.,158,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_453.jpg,2025-09-12 17:31:17,2025-09-20 17:31:17
454,Introduction to Java,Comprehensive java course covering fundamental concepts and practical applications.,592,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_454.jpg,2025-09-12 17:38:03,2025-10-07 17:38:03
455,Japanese Grammar Mastery,Comprehensive japanese course covering fundamental concepts and practical applications.,996,4,ACCEPTED,PUBLIC,64.98,True,/thumbnails/course_455.jpg,2025-09-12 17:34:50,2025-10-12 17:34:50
456,Business French,Learn french from scratch with hands-on projects and real-world examples.,1541,4,ACCEPTED,PUBLIC,238.38,True,/thumbnails/course_456.jpg,2025-09-12 17:22:47,2025-09-23 17:22:47
457,Logic Mastery,In-depth logic course with practical exercises and certification.,946,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_457.jpg,2025-09-12 17:31:17,2025-11-10 17:31:17
458,Modern Creative Writing Techniques,In-depth creative writing course with practical exercises and certification.,240,6,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_458.jpg,2025-09-12 17:29:49,2025-09-18 17:29:49
459,Introduction to C++,In-depth c++ course with practical exercises and certification.,1873,1,PENDING,PUBLIC,247.95,True,/thumbnails/course_459.jpg,2025-09-12 17:24:40,2025-09-23 17:24:40
460,Business Japanese,In-depth japanese course with practical exercises and certification.,138,4,ACCEPTED,PUBLIC,159.42,True,/thumbnails/course_460.jpg,2025-09-12 17:26:05,2025-09-17 17:26:05
461,Complete Logic Course,Learn logic from scratch with hands-on projects and real-world examples.,1995,10,ACCEPTED,PUBLIC,269.08,True,/thumbnails/course_461.jpg,2025-09-12 17:28:39,2025-10-23 17:28:39
462,Advanced Mindfulness,Professional mindfulness training with industry best practices and expert insights.,1398,9,ACCEPTED,PUBLIC,209.29,True,/thumbnails/course_462.jpg,2025-09-12 17:28:30,2025-11-11 17:28:30
463,Applied Mathematics,Master mathematics with this complete guide designed for all skill levels.,2134,5,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_463.jpg,2025-09-12 17:29:31,2025-10-12 17:29:31
464,Introduction to Marketing,Master marketing with this complete guide designed for all skill levels.,2008,3,ACCEPTED,PRIVATE,56.7,True,/thumbnails/course_464.jpg,2025-09-12 17:36:52,2025-11-01 17:36:52
465,Creative Writing Basics,In-depth creative writing course with practical exercises and certification.,387,6,ACCEPTED,PUBLIC,112.51,False,/thumbnails/course_465.jpg,2025-09-12 17:26:15,2025-11-02 17:26:15
466,Advanced Chinese,Master chinese with this complete guide designed for all skill levels.,351,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_466.jpg,2025-09-12 17:24:23,2025-09-28 17:24:23
467,Mindfulness Skills,Professional mindfulness training with industry best practices and expert insights.,2099,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_467.jpg,2025-09-12 17:38:17,2025-10-25 17:38:17
468,Applied Chemistry,Professional chemistry training with industry best practices and expert insights.,2034,5,ACCEPTED,PUBLIC,144.74,False,/thumbnails/course_468.jpg,2025-09-12 17:33:25,2025-10-17 17:33:25
469,Applied Biology,Master biology with this complete guide designed for all skill levels.,2136,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_469.jpg,2025-09-12 17:35:07,2025-10-29 17:35:07
470,Advanced Logic,Comprehensive logic course covering fundamental concepts and practical applications.,825,10,ACCEPTED,PUBLIC,209.79,False,/thumbnails/course_470.jpg,2025-09-12 17:34:40,2025-09-25 17:34:40
471,Project Management for Entrepreneurs,Master project management with this complete guide designed for all skill levels.,2028,3,ACCEPTED,PUBLIC,205.36,False,/thumbnails/course_471.jpg,2025-09-12 17:35:20,2025-10-06 17:35:20
472,Cloud Computing Best Practices,Comprehensive cloud computing course covering fundamental concepts and practical applications.,486,8,ACCEPTED,PUBLIC,180.07,False,/thumbnails/course_472.jpg,2025-09-12 17:32:20,2025-09-28 17:32:20
473,Introduction to Leadership,Comprehensive leadership course covering fundamental concepts and practical applications.,138,3,ACCEPTED,PUBLIC,279.2,True,/thumbnails/course_473.jpg,2025-09-12 17:31:14,2025-10-23 17:31:14
474,German Grammar Mastery,In-depth german course with practical exercises and certification.,206,4,ACCEPTED,PUBLIC,246.06,True,/thumbnails/course_474.jpg,2025-09-12 17:23:48,2025-10-10 17:23:48
475,Introduction to Chemistry,In-depth chemistry course with practical exercises and certification.,1003,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_475.jpg,2025-09-12 17:29:18,2025-10-14 17:29:18
476,Logic Mastery,Learn logic from scratch with hands-on projects and real-world examples.,596,10,ACCEPTED,PUBLIC,107.92,True,/thumbnails/course_476.jpg,2025-09-12 17:26:34,2025-09-22 17:26:34
477,Web Design Design Principles,Professional web design training with industry best practices and expert insights.,1295,2,ACCEPTED,PUBLIC,121.63,False,/thumbnails/course_477.jpg,2025-09-12 17:37:27,2025-09-12 17:37:27
478,Theoretical Data Science,Comprehensive data science course covering fundamental concepts and practical applications.,300,5,ACCEPTED,PUBLIC,217.83,True,/thumbnails/course_478.jpg,2025-09-12 17:23:17,2025-10-19 17:23:17
479,Research Methods Preparation,Master research methods with this complete guide designed for all skill levels.,810,10,PENDING,PUBLIC,58.36,True,/thumbnails/course_479.jpg,2025-09-12 17:31:44,2025-10-18 17:31:44
480,Leadership Strategy,Learn leadership from scratch with hands-on projects and real-world examples.,1537,3,ACCEPTED,PUBLIC,167.58,True,/thumbnails/course_480.jpg,2025-09-12 17:22:58,2025-10-03 17:22:58
481,Mindfulness Mastery,Master mindfulness with this complete guide designed for all skill levels.,1992,9,ACCEPTED,PUBLIC,172.46,True,/thumbnails/course_481.jpg,2025-09-12 17:35:54,2025-10-06 17:35:54
482,Professional C++,Master c++ with this complete guide designed for all skill levels.,1674,1,ACCEPTED,PUBLIC,268.95,True,/thumbnails/course_482.jpg,2025-09-12 17:34:53,2025-10-12 17:34:53
483,Introduction to Biology,Comprehensive biology course covering fundamental concepts and practical applications.,1438,5,ACCEPTED,PUBLIC,298.25,True,/thumbnails/course_483.jpg,2025-09-12 17:35:47,2025-09-26 17:35:47
484,Mathematics Fundamentals,Master mathematics with this complete guide designed for all skill levels.,1917,5,ACCEPTED,PRIVATE,210.24,False,/thumbnails/course_484.jpg,2025-09-12 17:26:17,2025-09-30 17:26:17
485,Project Management Strategy,Master project management with this complete guide designed for all skill levels.,264,3,ACCEPTED,PUBLIC,53.54,False,/thumbnails/course_485.jpg,2025-09-12 17:35:10,2025-09-25 17:35:10
486,Professional AI,Learn ai from scratch with hands-on projects and real-world examples.,692,8,ACCEPTED,PRIVATE,59.9,True,/thumbnails/course_486.jpg,2025-09-12 17:37:11,2025-11-06 17:37:11
487,Study Skills Preparation,Learn study skills from scratch with hands-on projects and real-world examples.,714,10,DECLINED,PUBLIC,250.89,False,/thumbnails/course_487.jpg,2025-09-12 17:22:04,2025-10-31 17:22:04
488,Photography Basics,Comprehensive photography course covering fundamental concepts and practical applications.,1779,6,ACCEPTED,PRIVATE,229.27,True,/thumbnails/course_488.jpg,2025-09-12 17:32:25,2025-09-14 17:32:25
489,Modern Drawing Techniques,In-depth drawing course with practical exercises and certification.,1099,6,ACCEPTED,PUBLIC,295.6,True,/thumbnails/course_489.jpg,2025-09-12 17:33:40,2025-11-06 17:33:40
490,Mental Health for Beginners,Learn mental health from scratch with hands-on projects and real-world examples.,1895,7,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_490.jpg,2025-09-12 17:25:04,2025-10-18 17:25:04
491,Effective Time Management,In-depth time management course with practical exercises and certification.,1574,9,PENDING,PUBLIC,162.22,True,/thumbnails/course_491.jpg,2025-09-12 17:31:32,2025-10-07 17:31:32
492,French for Travelers,Professional french training with industry best practices and expert insights.,396,4,ACCEPTED,PUBLIC,138.02,True,/thumbnails/course_492.jpg,2025-09-12 17:29:04,2025-09-12 17:29:04
493,Communication Workshop,Professional communication training with industry best practices and expert insights.,2141,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_493.jpg,2025-09-12 17:37:38,2025-11-06 17:37:38
494,Study Skills Preparation,In-depth study skills course with practical exercises and certification.,941,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_494.jpg,2025-09-12 17:37:49,2025-10-21 17:37:49
495,Drawing Masterclass,Learn drawing from scratch with hands-on projects and real-world examples.,1838,6,ACCEPTED,PUBLIC,125.72,True,/thumbnails/course_495.jpg,2025-09-12 17:34:33,2025-10-05 17:34:33
496,Advanced Leadership,Professional leadership training with industry best practices and expert insights.,619,3,PENDING,PUBLIC,293.77,True,/thumbnails/course_496.jpg,2025-09-12 17:28:20,2025-11-03 17:28:20
497,Film Basics,Master film with this complete guide designed for all skill levels.,830,6,ACCEPTED,PUBLIC,256.88,False,/thumbnails/course_497.jpg,2025-09-12 17:34:52,2025-11-02 17:34:52
498,Machine Learning for Beginners,Comprehensive machine learning course covering fundamental concepts and practical applications.,611,1,PENDING,PRIVATE,40.34,True,/thumbnails/course_498.jpg,2025-09-12 17:35:42,2025-10-22 17:35:42
499,Japanese Grammar Mastery,Master japanese with this complete guide designed for all skill levels.,1762,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_499.jpg,2025-09-12 17:29:03,2025-10-18 17:29:03
500,Logo Design Design Principles,Comprehensive logo design course covering fundamental concepts and practical applications.,563,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_500.jpg,2025-09-12 17:30:48,2025-10-12 17:30:48
501,Photography History,Professional photography training with industry best practices and expert insights.,1210,6,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_501.jpg,2025-09-12 17:29:20,2025-10-17 17:29:20
502,Web Design Masterclass,Comprehensive web design course covering fundamental concepts and practical applications.,1541,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_502.jpg,2025-09-12 17:26:39,2025-10-20 17:26:39
503,Advanced Critical Thinking,In-depth critical thinking course with practical exercises and certification.,1992,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_503.jpg,2025-09-12 17:32:30,2025-10-04 17:32:30
504,Wellness for Beginners,In-depth wellness course with practical exercises and certification.,1762,7,ACCEPTED,PUBLIC,134.07,False,/thumbnails/course_504.jpg,2025-09-12 17:26:28,2025-10-21 17:26:28
505,Goal Setting Skills,Learn goal setting from scratch with hands-on projects and real-world examples.,592,9,ACCEPTED,PRIVATE,278.56,True,/thumbnails/course_505.jpg,2025-09-12 17:32:11,2025-10-21 17:32:11
506,Classical Painting,Comprehensive painting course covering fundamental concepts and practical applications.,270,6,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_506.jpg,2025-09-12 17:33:53,2025-10-02 17:33:53
507,Digital Web Design Course,Master web design with this complete guide designed for all skill levels.,1504,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_507.jpg,2025-09-12 17:23:51,2025-11-06 17:23:51
508,Complete Machine Learning Guide,Professional machine learning training with industry best practices and expert insights.,592,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_508.jpg,2025-09-12 17:24:28,2025-10-28 17:24:28
509,Master React,Comprehensive react course covering fundamental concepts and practical applications.,755,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_509.jpg,2025-09-12 17:23:50,2025-09-16 17:23:50
510,Applied Statistics,Comprehensive statistics course covering fundamental concepts and practical applications.,113,5,DECLINED,PUBLIC,157.19,True,/thumbnails/course_510.jpg,2025-09-12 17:23:50,2025-09-18 17:23:50
511,Advanced Japanese,Learn japanese from scratch with hands-on projects and real-world examples.,276,4,ACCEPTED,PUBLIC,265.63,False,/thumbnails/course_511.jpg,2025-09-12 17:21:19,2025-09-27 17:21:19
512,Machine Learning Bootcamp,Learn machine learning from scratch with hands-on projects and real-world examples.,438,1,ACCEPTED,PUBLIC,51.18,False,/thumbnails/course_512.jpg,2025-09-12 17:26:09,2025-10-04 17:26:09
513,Advanced Chinese,Professional chinese training with industry best practices and expert insights.,1995,4,ACCEPTED,PRIVATE,164.56,False,/thumbnails/course_513.jpg,2025-09-12 17:35:39,2025-11-11 17:35:39
514,Digital Branding Course,Learn branding from scratch with hands-on projects and real-world examples.,1669,2,ACCEPTED,PUBLIC,190.75,True,/thumbnails/course_514.jpg,2025-09-12 17:37:50,2025-10-15 17:37:50
515,Film History,In-depth film course with practical exercises and certification.,1095,6,ACCEPTED,PUBLIC,144.49,False,/thumbnails/course_515.jpg,2025-09-12 17:24:11,2025-09-17 17:24:11
516,Advanced Yoga,Master yoga with this complete guide designed for all skill levels.,1546,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_516.jpg,2025-09-12 17:26:13,2025-09-12 17:26:13
517,Chemistry Laboratory,Master chemistry with this complete guide designed for all skill levels.,1003,5,ACCEPTED,PUBLIC,2.5,True,/thumbnails/course_517.jpg,2025-09-12 17:22:47,2025-11-11 17:22:47
518,Advanced Productivity,Comprehensive productivity course covering fundamental concepts and practical applications.,1604,9,ACCEPTED,PUBLIC,179.1,True,/thumbnails/course_518.jpg,2025-09-12 17:21:06,2025-10-17 17:21:06
519,Communication Skills,Professional communication training with industry best practices and expert insights.,2088,9,ACCEPTED,PUBLIC,74.97,True,/thumbnails/course_519.jpg,2025-09-12 17:37:07,2025-10-23 17:37:07
520,SQL Fundamentals,Learn sql from scratch with hands-on projects and real-world examples.,941,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_520.jpg,2025-09-12 17:27:05,2025-10-15 17:27:05
521,Analytics for Entrepreneurs,Master analytics with this complete guide designed for all skill levels.,996,3,ACCEPTED,PUBLIC,159.58,False,/thumbnails/course_521.jpg,2025-09-12 17:22:08,2025-09-24 17:22:08
522,Fitness Essentials,Learn fitness from scratch with hands-on projects and real-world examples.,1028,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_522.jpg,2025-09-12 17:25:35,2025-10-10 17:25:35
523,Advanced Italian,In-depth italian course with practical exercises and certification.,1772,4,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_523.jpg,2025-09-12 17:30:58,2025-09-15 17:30:58
524,Introduction to Java,Comprehensive java course covering fundamental concepts and practical applications.,994,1,PENDING,PUBLIC,0.0,True,/thumbnails/course_524.jpg,2025-09-12 17:33:33,2025-10-28 17:33:33
525,Fitness Essentials,Comprehensive fitness course covering fundamental concepts and practical applications.,529,7,PENDING,PUBLIC,0.0,False,/thumbnails/course_525.jpg,2025-09-12 17:33:13,2025-10-08 17:33:13
526,Mental Health for Beginners,Master mental health with this complete guide designed for all skill levels.,1688,7,PENDING,PRIVATE,9.52,False,/thumbnails/course_526.jpg,2025-09-12 17:24:01,2025-10-30 17:24:01
527,Introduction to Marketing,Master marketing with this complete guide designed for all skill levels.,1481,3,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_527.jpg,2025-09-12 17:22:24,2025-09-24 17:22:24
528,Logo Design Masterclass,Comprehensive logo design course covering fundamental concepts and practical applications.,400,2,ACCEPTED,PUBLIC,214.4,False,/thumbnails/course_528.jpg,2025-09-12 17:26:40,2025-10-10 17:26:40
529,Introduction to Analytics,Comprehensive analytics course covering fundamental concepts and practical applications.,704,3,ACCEPTED,PUBLIC,231.29,True,/thumbnails/course_529.jpg,2025-09-12 17:31:36,2025-09-25 17:31:36
530,Advanced Goal Setting,Master goal setting with this complete guide designed for all skill levels.,1162,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_530.jpg,2025-09-12 17:32:18,2025-10-29 17:32:18
531,Sales for Entrepreneurs,Comprehensive sales course covering fundamental concepts and practical applications.,919,3,ACCEPTED,PUBLIC,89.64,False,/thumbnails/course_531.jpg,2025-09-12 17:24:26,2025-09-15 17:24:26
532,Theoretical Chemistry,Comprehensive chemistry course covering fundamental concepts and practical applications.,830,5,ACCEPTED,PUBLIC,97.35,False,/thumbnails/course_532.jpg,2025-09-12 17:22:21,2025-09-29 17:22:21
533,Classical Photography,Professional photography training with industry best practices and expert insights.,876,6,PENDING,PUBLIC,0.0,False,/thumbnails/course_533.jpg,2025-09-12 17:23:50,2025-11-01 17:23:50
534,Mental Health Certification,In-depth mental health course with practical exercises and certification.,542,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_534.jpg,2025-09-12 17:22:22,2025-09-22 17:22:22
535,Business Spanish,In-depth spanish course with practical exercises and certification.,1233,4,ACCEPTED,PUBLIC,299.08,True,/thumbnails/course_535.jpg,2025-09-12 17:21:02,2025-09-15 17:21:02
536,Wellness for Beginners,Learn wellness from scratch with hands-on projects and real-world examples.,1988,7,ACCEPTED,PUBLIC,37.75,False,/thumbnails/course_536.jpg,2025-09-12 17:27:35,2025-10-17 17:27:35
537,Yoga Certification,Professional yoga training with industry best practices and expert insights.,698,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_537.jpg,2025-09-12 17:26:50,2025-10-28 17:26:50
538,Creative Drawing Workshop,Comprehensive drawing course covering fundamental concepts and practical applications.,1761,6,ACCEPTED,PUBLIC,167.7,True,/thumbnails/course_538.jpg,2025-09-12 17:34:22,2025-10-13 17:34:22
539,Creative Branding Workshop,Learn branding from scratch with hands-on projects and real-world examples.,2008,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_539.jpg,2025-09-12 17:37:46,2025-09-29 17:37:46
540,Professional First Aid,Learn first aid from scratch with hands-on projects and real-world examples.,240,7,ACCEPTED,PRIVATE,134.81,True,/thumbnails/course_540.jpg,2025-09-12 17:24:42,2025-10-16 17:24:42
541,Project Management Management,Comprehensive project management course covering fundamental concepts and practical applications.,1887,3,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_541.jpg,2025-09-12 17:30:09,2025-09-13 17:30:09
542,Professional Productivity,In-depth productivity course with practical exercises and certification.,852,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_542.jpg,2025-09-12 17:30:58,2025-10-16 17:30:58
543,Applied Chemistry,In-depth chemistry course with practical exercises and certification.,1803,5,PENDING,PUBLIC,46.24,False,/thumbnails/course_543.jpg,2025-09-12 17:38:59,2025-10-08 17:38:59
544,Professional Leadership Skills,Comprehensive leadership course covering fundamental concepts and practical applications.,335,3,DECLINED,PUBLIC,20.0,True,/thumbnails/course_544.jpg,2025-09-12 17:23:28,2025-09-20 17:23:28
545,Complete Nutrition Guide,Learn nutrition from scratch with hands-on projects and real-world examples.,351,7,ACCEPTED,PUBLIC,29.63,True,/thumbnails/course_545.jpg,2025-09-12 17:30:44,2025-11-04 17:30:44
546,Business Italian,Professional italian training with industry best practices and expert insights.,1949,4,ACCEPTED,PUBLIC,177.08,False,/thumbnails/course_546.jpg,2025-09-12 17:25:45,2025-09-26 17:25:45
547,Professional DevOps,Comprehensive devops course covering fundamental concepts and practical applications.,77,8,ACCEPTED,PUBLIC,62.62,True,/thumbnails/course_547.jpg,2025-09-12 17:23:15,2025-11-07 17:23:15
548,Mental Health Essentials,Comprehensive mental health course covering fundamental concepts and practical applications.,1340,7,ACCEPTED,PUBLIC,281.46,True,/thumbnails/course_548.jpg,2025-09-12 17:36:48,2025-10-05 17:36:48
549,Spanish for Travelers,In-depth spanish course with practical exercises and certification.,952,4,ACCEPTED,PUBLIC,220.28,True,/thumbnails/course_549.jpg,2025-09-12 17:29:54,2025-09-16 17:29:54
550,Creative Branding Workshop,Comprehensive branding course covering fundamental concepts and practical applications.,342,2,ACCEPTED,PUBLIC,159.49,False,/thumbnails/course_550.jpg,2025-09-12 17:26:24,2025-10-15 17:26:24
551,French for Travelers,In-depth french course with practical exercises and certification.,617,4,PENDING,PUBLIC,167.44,True,/thumbnails/course_551.jpg,2025-09-12 17:38:36,2025-10-31 17:38:36
552,Mindfulness Workshop,Master mindfulness with this complete guide designed for all skill levels.,1674,9,ACCEPTED,PUBLIC,128.12,False,/thumbnails/course_552.jpg,2025-09-12 17:24:18,2025-11-01 17:24:18
553,Creative Creative Writing Workshop,Professional creative writing training with industry best practices and expert insights.,1873,6,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_553.jpg,2025-09-12 17:37:58,2025-10-20 17:37:58
554,Advanced Productivity,Master productivity with this complete guide designed for all skill levels.,2028,9,ACCEPTED,PUBLIC,97.39,False,/thumbnails/course_554.jpg,2025-09-12 17:28:40,2025-10-30 17:28:40
555,Theoretical Mathematics,Master mathematics with this complete guide designed for all skill levels.,858,5,ACCEPTED,PUBLIC,64.18,True,/thumbnails/course_555.jpg,2025-09-12 17:30:43,2025-11-10 17:30:43
556,German for Travelers,Master german with this complete guide designed for all skill levels.,1661,4,ACCEPTED,PUBLIC,119.12,True,/thumbnails/course_556.jpg,2025-09-12 17:22:07,2025-09-30 17:22:07
557,Marketing for Entrepreneurs,In-depth marketing course with practical exercises and certification.,453,3,DECLINED,PUBLIC,90.55,False,/thumbnails/course_557.jpg,2025-09-12 17:34:27,2025-09-26 17:34:27
